,testing_strategy,noise_level,mean_score,std_dev,n_reps,se,ci_lower,ci_upper
35,3_ContriteTitForTat,0.25,2.2522277777777777,0.01021706962195169,10.0,0.0032309211017882817,2.244918926464751,2.2595366290908045
36,3_ContriteTitForTat,0.3,2.2475944444444442,0.013000370628883578,10.0,0.004111078161362768,2.2382945395346643,2.256894349354224
37,3_ContriteTitForTat,0.35,2.2518944444444444,0.006843360604420933,10.0,0.002164060635983669,2.2469989991759034,2.2567898897129854
38,3_ContriteTitForTat,0.4,2.246322222222222,0.00891115267377396,10.0,0.0028179539026625114,2.2399475676167215,2.2526968768277227
39,3_ContriteTitForTat,0.45,2.2511,0.011519524786342253,10.0,0.003642793588760603,2.2428594283903864,2.2593405716096138
40,4_StochasticWSLS,0.0,2.589211111111111,0.026268018180851,10.0,0.008306676707020195,2.570420102898812,2.60800211932341
41,4_StochasticWSLS,0.05,2.501211111111111,0.023491626503395476,10.0,0.007428704569270693,2.484406213859008,2.518016008363214
42,4_StochasticWSLS,0.1,2.4250777777777777,0.02005120673755997,10.0,0.006340748312560358,2.4107340085646642,2.439421546990891
43,4_StochasticWSLS,0.15,2.360027777777778,0.014901948620980179,10.0,0.00471240992171026,2.349367565919076,2.3706879896364796
44,4_StochasticWSLS,0.2,2.3148666666666666,0.015967714339709577,10.0,0.005049434634041387,2.3034440519409065,2.3262892813924267
45,4_StochasticWSLS,0.25,2.2904722222222222,0.017788292608046007,10.0,0.00562515203269622,2.277747244259315,2.3031972001851293
46,4_StochasticWSLS,0.3,2.2661388888888885,0.012303106380577123,10.0,0.003890583845797408,2.2573377767744334,2.2749400010033436
47,4_StochasticWSLS,0.35,2.2505666666666664,0.016698627790810296,10.0,0.0052805697618346255,2.2386211879559816,2.262512145377351
48,4_StochasticWSLS,0.4,2.2508222222222223,0.017700464603730898,10.0,0.005597378379097936,2.2381600726287414,2.263484371815703
49,4_StochasticWSLS,0.45,2.2477222222222224,0.01213323384393706,10.0,0.0038368654330281074,2.239042629599991,2.256401814844454
50,5_Cooperator,0.0,1.875,0.0,10.0,0.0,1.875,1.875
51,5_Cooperator,0.05,1.8002111111111112,0.015009228985278001,10.0,0.004746334951649633,1.7894741555029323,1.81094806671929
52,5_Cooperator,0.1,1.8562388888888885,0.011012153468122647,10.0,0.0034823486902589985,1.8483612688556637,1.8641165089221134
53,5_Cooperator,0.15,1.9061666666666668,0.01082825141962377,10.0,0.0034241937562962785,1.8984206022338608,1.9139127310994728
54,5_Cooperator,0.2,1.9612888888888889,0.008583560067323732,10.0,0.0027143600245611225,1.9551485799167632,1.9674291978610146
55,5_Cooperator,0.25,2.00885,0.009786613922666469,10.0,0.0030947990576341003,2.0018490781441787,2.015850921855821
